产品信息,设备类型,CPE信息
World Client WDaemon httpd,,cpe:/a:altn:mdaemon | cpe:/o:microsoft:windows
Wuala cloud storage client http status,,
Wub,,
Wusage httpd,,
Wyse Winterm 1200 LE terminal http config,terminal,
X-WRT Webif WAP http config,WAP,
X10 ActivePhone remote control httpd,phone,
XAVi XG6546p Wireless Gateway,WAP,
XBMC AWX http interface,media device,
XBMC Web Media Manager,media device,cpe:/o:linux:linux_kernel
XBMC http interface,media device,
XBMC http interface,media device,cpe:/o:linux:linux_kernel
XBT BitTorrent tracker http interface,,
XMLD HTTPServer,,
XOSoft WanSync http config,,cpe:/o:microsoft:windows
XX-Net web proxy tool,,
Xavante Lua httpd,,cpe:/a:kepler_project:xavante:$1
Xavante,,
Xen Cloud Platform httpd,,
Xen Orchestra,,cpe:/a:nodejs:node.js | cpe:/a:vates:xen_orchestra
Xen http config,,cpe:/o:linux:linux_kernel
Xensoft X-MSK httpd,,
Xerox DocuColor $1 printer http config,printer,cpe:/h:xerox:docucolor_$1
Xerox MicroServer httpd,,
Xerox Phaser 3500 http config,printer,cpe:/h:xerox:phaser_3500
Xerox Phaser printer http admin,printer,cpe:/h:xerox:phaser_$1
Xerox WorkCentre $1 http config,printer,cpe:/h:xerox:workcentre_$1
Xerox WorkCentre $1 printer http config,printer,cpe:/h:xerox:workcentre_$1
Xerox WorkCentre Pro httpd,printer,cpe:/h:xerox:workcentre_pro
Xerox WorkCentre http config,printer,
Xfinity router http config,broadband router,
Xfire httpd,,
Xitami httpd admin port,,
Xitami httpd,,
Xrelayd SSL engine httpd,,cpe:/o:linux:linux_kernel
Xunlei BitTorrent http interface,,
Xytronics X-DAQ-2R1-4T-I temperature sensor http interface,,
YAWS httpd,security-misc,
YAZ Z39.50 http interface,,
Yahoo! Traffic Server,,
Yamaha AV device httpd,,
Yamaha AV receiver web ui,,cpe:/h:yamaha:$2
Yamaha M7CL sound board http config,media device,
Yawcam webcam viewer httpd,,
Yaws httpd,,
Yealink VoIP phone httpd,VoIP phone,
Yello Strom Sparzaehler electricity meter httpd,,
YouLess LS110 energy monitor http admin,power-misc,
YouLess energy monitor httpd,power-device,
YourKit Java Profiler,,cpe:/a:yourkit:java_profiler:$1:$2
Z-Way home automation controller,specialized,cpe:/a:z-wave.me:z-way
Z-World Rabbit microcontroller httpd,media device,
Z-World Rabbit microcontroller httpd,specialized,
Z-World Rabbit microcontroller httpd,switch,
Z-World Rabbit microcontroller httpd,,
Z-World Rabbit microcontroller httpd,,cpe:/h:redline:an-50
ZING httpd,media device,
ZK Web Server,security-misc,cpe:/o:linux:linux_kernel
ZKTeco embedded web server,specialized,
ZNC IRC bouncer http config,,cpe:/a:znc:znc
ZNC IRC bouncer http config,,cpe:/a:znc:znc:$1
ZNC IRC bouncer httpd,,cpe:/a:znc:znc
ZNC IRC bouncer httpd,,cpe:/a:znc:znc:$1
ZNC IRC bouncer web ui,,cpe:/a:znc:znc:$1
ZNC IRC webadmin,,cpe:/a:znc:znc:$1
ZTE Auto-Configuration Servers (ACS) http login,broadband router,
ZTE H220N router http config,router,cpe:/h:zte:h220n
ZTE broadband router admin httpd,broadband router,
Zapya file transfer app,,cpe:/a:dewmobile:zapya
Zarafa iCal Gateway httpd,,cpe:/a:zarafa:zarafa:$1
Zebra $1 label printer http config,printer,cpe:/h:zebra:$1
Zebra $2 printer http admin,printer,cpe:/h:zebra:$2
Zebra $2 printer http config,printer,cpe:/h:zebra:$3
Zebra ZTC 105SL label printer http config,printer,cpe:/h:zebra:ztc_105sl
Zebra ZTC 105SL printer http admin,printer,cpe:/h:zebra:ztc_105sl
ZebraNet $1 print server http config,print server,
ZebraNet print server httpd,print server,
ZentriOS Web App,,cpe:/o:zentri:zentrios
Zero One Technology $1 httpd,print server,cpe:/h:tp-link:$3 | cpe:/h:zero_one_tech:$1
Zero One Technology $1 httpd,print server,cpe:/h:zero_one_tech:$1
Zervit httpd,,cpe:/a:sebastian_fernandez:zervit:$1
Zeus httpd Admin Server,,"cpe:/a:zeus:zeus_web_server:$SUBST(1,""_"",""."")"
Zeus httpd,,cpe:/a:zeus:zeus_web_server:$1
Ziggo Mediabox XL,media device,
Zild httpd,,
Zimbra Collabration Suite httpd,,cpe:/a:zimbra:zimbra_collaboration_suite
Zimbra admin http config,,cpe:/a:zimbra:zimbra_collaboration_suite
Zimbra http config,,cpe:/a:zimbra:zimbra_collaboration_suite
Zmodo camera http interface,webcam,
Zmodo webcam http interface,webcam,
Zodianet ZiBASE home automation httpd,specialized,
ZoneAlarm Z100G firewall http config,firewall,cpe:/h:zonealarm:z100g
Zonet ZSR0104CP router http config,router,
Zoom Image Server httpd,,
Zope httpd,,cpe:/a:python:python | cpe:/a:zope:zope
Zope httpd,,cpe:/a:zope:zope
Zope httpd,,cpe:/a:zope:zope:$1
Zotero httpd,,
ZyXEL $1 WAP http config,WAP,cpe:/h:zyxel:$1
ZyXEL $1 broadband router http config,broadband router,cpe:/h:zyxel:$1
ZyXEL $1 http config,WAP,cpe:/h:zyxel:$1
ZyXEL $1 modem http config,broadband router,cpe:/h:zyxel:$1
ZyXEL Keenetic http admin,broadband router,
ZyXEL Prestige $1 router http config,broadband router,cpe:/h:zyxel:prestige_$1 | cpe:/o:zyxel:zynos
ZyXEL Prestige webadmin,,cpe:/a:zyxel:rompager:$2
ZyXEL RomPager,WAP,cpe:/a:zyxel:rompager:$2
ZyXEL RomPager,router,cpe:/a:zyxel:rompager:$2
ZyXEL RomPager,telecom-misc,cpe:/a:zyxel:rompager:$1
ZyXEL RomPager,,cpe:/a:zyxel:rompager:$1
ZyXEL Virtual Web httpd,WAP,
ZyXEL ZyWALL $1 firewall http config,firewall,cpe:/h:zyxel:zywall_$1
ZyXEL ZyWALL $1 http config,security-misc,
ZyXEL ZyWALL $1 http config,security-misc,cpe:/h:zyxel:zywall_$1
ZyXEL ZyWALL SSL $2 SSL-VPN applicance http config,firewall,
ZyXEL ZyWALL SSL 10 SSL-VPN appliance http config,firewall,
ZyXEL ZyWALL USG 200 firewall http config,firewall,cpe:/h:zyxel:zywall_usg_200
ZyXEL ZyWALL http config,security-misc,
aMule P2P,,
aPod Access Control system master controller,security-misc,"cpe:/a:online_security_technologies:apod:$SUBST(4,""%2E"",""."")"
acarsd httpd,,cpe:/a:acarsd:acarsd:$1
afts,,
aidex httpd,,cpe:/o:microsoft:windows
aiohttp,,cpe:/a:aiohttp:aiohttp:$2 | cpe:/a:python:python:$1
akstreamer httpd,,
alevtd for videotext pages httpd,,
alphapd httpd,webcam,cpe:/h:d-link:$1
alphapd httpd,webcam,cpe:/h:trendnet:$1
and-httpd,,
antid httpd,WAP,
apt-cache httpd,,
apt-cache/apt-proxy httpd,,cpe:/a:debian:apt-cacher:$1 | cpe:/o:linux:linux_kernel
apt-cache/apt-proxy httpd,,cpe:/o:linux:linux_kernel
aria2 downloader JSON-RPC,,cpe:/a:tatsuhiro_tsujikawa:aria2
avtech httpd,broadband router,
awarrenhttp httpd,proxy server,
axTLS axhttpd,,cpe:/a:cameron_rich:axtls:$1
bobax.worm.c httpd,,cpe:/o:microsoft:windows
bozohttpd,,cpe:/a:eterna:bozohttpd:$1
cPanel EntropyChat httpd,,
cPanel Web Host Manager httpd,,
cPanel WebDisk httpd,,cpe:/o:linux:linux_kernel
cPanel Webmail httpd,,
cPanel httpd,,
cPanel httpd,,cpe:/o:linux:linux_kernel
cPanel https redirector,,
cab,,
censhare hyena httpd,,
chat.php.spb.ru chat server httpd,,
cloudflare-nginx,,
com.sec.android.app.FileTransferServer,,cpe:/o:google:android | cpe:/o:linux:linux_kernel:$2
dCache httpd,storage-misc,
darkhttpd,,cpe:/a:emil_mikulic:darkhttpd:$1
darkstat network analyzer httpd,,
debut httpd,printer,cpe:/h:brother:mfc-8860dn
dhttpd,,
doubleTwist httpd,phone,cpe:/o:google:android
dtHTTPd,printer,cpe:/h:sharp:$2
dvr1614n web-cam httpd,webcam,
eCos Embedded Web Server,WAP,
eCos Embedded Web Server,power-misc,
eHTTP,switch,cpe:/a:ehttp:ehttp:$1
eHTTP,switch,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:$2
eHTTP,switch,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:$2 | cpe:/o:hp:procurve_switch_software
eHTTP,switch,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:2530
eHTTP,switch,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:procurve_switch_$2 | cpe:/o:hp:procurve_switch_software
eHTTP,switch,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:procurve_switch_$3 | cpe:/o:hp:procurve_switch_software
eHTTP,switch,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:procurve_switch_2626 | cpe:/o:hp:procurve_switch_software
eHTTP,,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:procurve_switch_$2 | cpe:/o:hp:procurve_switch_software
eHTTP,,cpe:/a:ehttp:ehttp:$1 | cpe:/h:hp:procurve_switch_$3 | cpe:/o:hp:procurve_switch_software
eMule MorphXT P2P,,
eMule P2P,,
eMule Plus P2P,,
eSoft ThreatWall IPS http config,security-misc,cpe:/a:php:php:$1
eSoft emumail webmail httpd,,
ebHTTPD,,
ejabberd http admin,,cpe:/a:process-one:ejabberd
enCoreXpress MOO,,
esp-link ESP8266 firmware httpd,,cpe:/a:thorsten_von_eicken:esp-link
esphttpd,,cpe:/a:spritesmods:esphttpd:$1
ez Share Wi-Fi SD card,storage-misc,
fec,router,cpe:/h:funkwerk:bintec_$3
fec,router,cpe:/h:funkwerk:bintec_r232b
fec,router,cpe:/h:funkwerk:bintec_rs230a
fhttpd,,
fluentd data collector,,
foobar2000 media player http config,,
foobar2000 media player httpd,,
fwlogwatch,,
gSOAP,printer,cpe:/a:genivia:gsoap:$1
get_iplayer web UI,,
go1984 httpd,webcam,
hotel web process manager,,cpe:/a:nodejs:node.js | cpe:/a:typicode:hotel
httpd.js,,
httpd_gargoyle,WAP,cpe:/o:linux:linux_kernel
httpdevil,,
httrack offline browsing httpd,,cpe:/a:httrack:httrack | cpe:/o:microsoft:windows
i3 micro or Linksys SPA400 VoIP gateway http config,VoIP adapter,cpe:/h:linksys:spa400
i3micro VRG VoIP adapter http config,VoIP adapter,
iCanWebServer,webcam,
iGuard Embedded Web Server,security-misc,
iGuard access control system http config,security-misc,
iOS Call Recorder httpd,,cpe:/a:yaniv_danan:ioscallrecorder | cpe:/o:apple:iphone_os
iPhone lighttpd,,cpe:/o:apple:mac_os_x
iRMC RemoteView httpd,remote management,
iSoft Commerce Suite httpd,,
iTP Secure WebServer,,
iTP WebServer with NSJSP,,
inets,,
ircservices httpd,,
iroffer-dinoex httpd,,
jDownloader httpd,,
jToolkit web framework httpd,,cpe:/a:python:python:$2
jabberd httpd,,cpe:/a:jabberd:jabberd:$1
jjhttpd,WAP,
jointSPACE TV application framework,media device,
justin.tv chat server httpd,,
kissdx media player control httpd,,
klhttpd,,
libmicrohttpd,,cpe:/a:gnu:libmicrohttpd
libwww-perl-daemon httpd,,cpe:/a:gisle_aas:libwww-perl:$1
libzapid-httpd,,
lighttpd,media device,cpe:/a:lighttpd:lighttpd | cpe:/h:apple:ipad | cpe:/h:apple:iphone | cpe:/o:apple:iphone_os
lighttpd,storage-misc,cpe:/a:lighttpd:lighttpd:$1 | cpe:/o:linux:linux_kernel
lighttpd,webcam,cpe:/a:lighttpd:lighttpd
lighttpd,,cpe:/a:lighttpd:lighttpd
lighttpd,,cpe:/a:lighttpd:lighttpd:$1
llink media streamer httpd,,
lwIP,,cpe:/a:lwip_project:lwip:$1
m0n0wall FreeBSD firewall web interface,firewall,cpe:/o:freebsd:freebsd
m0n0wall http portal,firewall,cpe:/o:freebsd:freebsd
micro_httpd,WAP,cpe:/a:acme:micro_httpd
micro_httpd,WAP,cpe:/a:acme:micro_httpd | cpe:/h:buffalo:wli-tx4-g54hp
micro_httpd,broadband router,cpe:/a:acme:micro_httpd
micro_httpd,broadband router,cpe:/a:acme:micro_httpd | cpe:/h:huawei:smartax_$1
micro_httpd,broadband router,cpe:/a:acme:micro_httpd | cpe:/h:linksys:befcmu10
micro_httpd,broadband router,cpe:/a:acme:micro_httpd | cpe:/h:linksys:wrt54gxv2
micro_httpd,broadband router,cpe:/a:acme:micro_httpd | cpe:/h:siemens:sl2-141
micro_httpd,router,cpe:/a:acme:micro_httpd
micro_httpd,switch,cpe:/a:acme:micro_httpd
micro_httpd,,cpe:/a:acme:micro_httpd
micro_httpd,,cpe:/a:acme:micro_httpd | cpe:/o:acme:micro_httpd
micro_http,,cpe:/a:acme:micro_httpd
milli_httpd,,cpe:/a:acme:milli_httpd
mini_httpd,PBX,cpe:/a:acme:mini_httpd:$1 | cpe:/o:linux:linux_kernel:$2
mini_httpd,WAP,cpe:/a:acme:mini_httpd
mini_httpd,router,cpe:/a:acme:mini_httpd | cpe:/h:linksys:rvs4000
mini_httpd,,cpe:/a:acme:mini_httpd
mini_httpd,,cpe:/a:acme:mini_httpd:$1
ml_www WinAmp control httpd,,cpe:/o:microsoft:windows
monit httpd,,
monocle,,
mpd web server,,
mpd,,
netTALK Duo http config,phone,
nexg_httpd,,
nginx,,cpe:/a:igor_sysoev:nginx
nginx,,cpe:/a:igor_sysoev:nginx:$1
nginx,,cpe:/a:igor_sysoev:nginx:$1 | cpe:/o:canonical:ubuntu_linux | cpe:/o:linux:linux_kernel
nhttpd,media device,
nhttpd,,
node-static httpd,,
node.js,,cpe:/a:nodejs:node.js
nohttpd 404 responding httpd,,
nostromo,,
ntopng http interface,,cpe:/a:ntop:ntopng
ntopng http interface,,cpe:/a:ntop:ntopng:$1
ntopng http interface,,cpe:/a:ntop:ntopng:1.2
nwts Nixie clock sync,,cpe:/h:azevedo:nwts
oVirt imageio,,cpe:/a:ovirt:imageio:$1
oVirt,,
ocaml-cohttp,,cpe:/a:mirageos:ocaml-cohttp
olsrd http info plugin,,cpe:/o:linux:linux_kernel
olsrd txtinfo plugin,,
openPICUS Flyport wi-fi module httpd,,
opentracker BitTorrent tracker,,
osiris host IDS web interface,,
peercast.org,,
phion Entegra SSL VPN client,,
pilight home automation webGUI,,
pkspxy,,
publicfile httpd,,
pyLime httpd,,
pyTivo http interface,media device,
pygopherd web-gopher gateway,,
qBittorrent Web UI,,cpe:/a:qbittorrent:qbittorrent
qBittorrent tracker httpd,,cpe:/a:qbittorrent:qbittorrent
qHTTPs,,
qhttpd,,
quark,,
sfcHttpd,,
sfcHttpd,,cpe:/o:supermicro:intelligent_platform_management_firmware
shttpd cgi-httpd,,
simple httpd,VoIP phone,cpe:/h:netgear:sph200d
simple httpd,VoIP phone,cpe:/h:philips:dect_voip841
smarterDroid WiFi File Transfer Pro,phone,cpe:/o:google:android | cpe:/o:linux:linux_kernel
smarterDroid WiFi File Transfer,phone,cpe:/o:google:android | cpe:/o:linux:linux_kernel
streamEye MJPEG streaming httpd,,cpe:/a:calin_crisan:streameye:$1
streamdev VDR plugin,,
svea_httpd,,
sw-cp-server httpd,,
sw-cp-server httpd,,cpe:/a:parallels:plesk_onyx:$1
swcd httpd,,
thttpd-alphanetworks,router,cpe:/a:alphanetworks:thttpd:$1
thttpd-alphanetworks,router,cpe:/a:alphanetworks:thttpd:$1 | cpe:/h:dlink:$2
thttpd,WAP,cpe:/a:acme:thttpd | cpe:/h:linksys:rv082
thttpd,WAP,cpe:/a:acme:thttpd:$1
thttpd,broadband router,cpe:/a:acme:thttpd | cpe:/h:zebra:zte_f660
thttpd,media device,cpe:/a:acme:thttpd
thttpd,media device,cpe:/a:acme:thttpd:$1
thttpd,printer,cpe:/a:acme:thttpd | cpe:/h:lexmark:$1
thttpd,printer,cpe:/a:acme:thttpd | cpe:/h:panasonic:$1
thttpd,router,cpe:/a:acme:thttpd | cpe:/h:linksys:$1
thttpd,storage-misc,cpe:/a:acme:thttpd
thttpd,switch,cpe:/a:acme:thttpd:$1
thttpd,webcam,cpe:/a:acme:thttpd
thttpd,,cpe:/a:acme:thttpd
thttpd,,cpe:/a:acme:thttpd:$1
thttpd,,cpe:/a:acme:thttpd:$1 | cpe:/a:php:php:$2
thttpd,,cpe:/a:acme:thttpd:$1_$2
thttpd,,cpe:/a:acme:thttpd:$2 | cpe:/a:php:php:$1
tigershark httpd,,
tinylr httpd,,cpe:/a:mickael_daniel:tinylr:$1
ttyd,,cpe:/a:lws-team:libwebsockets:$2 | cpe:/a:tsl0922:ttyd:$1
uClinux-httpd,,cpe:/o:linux:linux_kernel
uIP,,cpe:/a:adam_dunkels:uip:$1
uTorrent WebUI,,cpe:/a:utorrent:utorrent | cpe:/o:microsoft:windows
uTorrent http admin,,cpe:/a:utorrent:utorrent:3.0
uTorrent utserver web interface,,cpe:/a:utorrent:utorrent | cpe:/o:linux:linux_kernel
uc-httpd,,cpe:/a:xiongmai_technologies:uc-httpd:$1
udpxy UDP-to-HTTP multicast traffic relay,,cpe:/a:pavel_cherenkov:udpxy
udpxy multicast UDP-to-HTTP,,
udpxy multicast UDP-to-HTTP,,cpe:/a:pavel_cherenkov:udpxy:$1
uhttpd,WAP,cpe:/h:netgear:$2
unknown TR-064,broadband router,cpe:/o:linux:linux_kernel:$1
upshttpd,power-device,
vdradmin http config,,cpe:/o:linux:linux_kernel
voidtools Everything search engine httpd,,cpe:/o:microsoft:windows
vxTri's Versatile Smart Server httpd,security-misc,
webcam 7 httpd,,cpe:/o:microsoft:windows
webcamXP PRO http config,,cpe:/o:microsoft:windows
webcamXP httpd,,cpe:/o:microsoft:windows
webserver,,
websockets,,cpe:/a:aymeric_augustin:websockets:$2 | cpe:/a:python:python:$1
wg_httpd,webcam,
wgt_http,broadband router,
whostmgr httpd,,
wizd media viewer httpd,,
wr_httpd embedded httpd,,
wr_httpd,router,
xLightweb httpd,,
xbtt bittorrent tracker httpd,,
xmpp-share-server httpd,,
xtide Tide prediction httpd,,
xupnpd http admin,,
ympd,,cpe:/a:ndyk.de:ympd
zawhttpd,,
,,
,,cpe:/a:jeremy_graham:chorus
,,cpe:/a:jeremy_graham:chorus:2
,,cpe:/a:php:php:$1
Philips Hue link/debug,,
HylaFAX,,
,,
IBM DB2 Database Server 11.1,,cpe:/a:ibm:db2
IBM DB2 Database Server,,cpe:/a:ibm:db2
IBM DB2 Database Server,,cpe:/a:ibm:db2:$1.$2.$3
IBM DB2 Database Server,,cpe:/a:ibm:db2:$2.$3.$4
IBM Hardware Management Console Cluster Ready Hardware Server,,cpe:/a:ibm:hardware_management_console | cpe:/o:ibm:aix
IBM WebSphere MQ,,cpe:/a:ibm:websphere_mq
IBM WebSphere MQ,,cpe:/a:ibm:websphere_mq:6.0
IBM WebSphere MQ,,cpe:/a:ibm:websphere_mq:7.0
IBM WebSphere MQ,,cpe:/a:ibm:websphere_mq:7.0.1
Citrix MetaFrame,,cpe:/a:citrix:metaframe
Blue Coat ProxyAV,,
C-ICAP,,
IronNet Compliance Application,,
Symantec DLP Web Prevent icapd,,
Traffic Spicer icapd,,
,,
icecreamd,,
Internet Communications Engine,,
iChat Rooms,,cpe:/a:koz.com:ichat_rooms_server:$1
Pioneer iControlAV2 control port,media device,
Icecast streaming media server,,cpe:/a:xiph:icecast:$2
Icecast streaming media server,,cpe:/a:xiph:icecast:$3
Peercast,,
SHOUTcast Distributed Network Audio Server,,cpe:/a:shoutcast:dnas:$1
SHOUTcast Distributed Network Audio Server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:linux:linux_kernel
SHOUTcast Distributed Network Audio Server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:microsoft:windows
SHOUTcast server,,cpe:/a:shoutcast:dnas:$1
SHOUTcast server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:apple:mac_os_x
SHOUTcast server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:freebsd:freebsd
SHOUTcast server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:linux:linux_kernel
SHOUTcast server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:microsoft:windows
SHOUTcast server,,cpe:/a:shoutcast:dnas:$1 | cpe:/o:sun:sunos
VirtualDJ streaming audio,,
Borderware Firewall identd,firewall,
CacheFlow identd,,cpe:/o:bluecoat:cacheos
FTPRush FTP client identd,,cpe:/a:ftprush:ftprush | cpe:/o:microsoft:windows
Fake identd,,
FreeBSD authd,,cpe:/o:freebsd:freebsd
FreeBSD identd,,cpe:/o:freebsd:freebsd
GTA GB-Ware firewall identd,firewall,
HP-UX identd,,cpe:/o:hp:hp-ux
Ident2,,
Internet Rex identd,,
KVIrc fake identd,,
Klient identd,,
Liedentd,,
Linux-identd,,cpe:/o:linux:linux_kernel
Minidentd or fakeidentd,,
NetBSD identd,,cpe:/o:netbsd:netbsd
Nullidentd,,
Plan 9 identd,,cpe:/o:belllabs:plan_9
Quassel IRC,,cpe:/a:quassel:quassel
Snak IRC client identd,,
Stanford PC-leland identd,,
Trillian identd,,cpe:/a:trillian:trillian
WatchGuard Firebox firewall identd,firewall,
Windows NT identd,,cpe:/o:microsoft:windows_nt
authd,,
gidentd,,
midentd,,
mlidentd or bqidentd,,
pidentd,,
slident,,
widentd,,
,,
,,cpe:/o:microsoft:windows
IGEL Remote Management Suite,,cpe:/a:igel:remote_management_suite
HP Integrated Lights-Out remote console,,cpe:/h:hp:integrated_lights-out
HP Integrated Lights-Out Virtual Media,,cpe:/h:hp:integrated_lights-out
HP ProLiant ML350 Integrated Lights-Out,,cpe:/h:hp:integrated_lights-out
AVG anti-virus IMAP proxy,,cpe:/o:microsoft:windows
Avast! anti-virus IMAP proxy,,cpe:/a:avast:antivirus | cpe:/o:microsoft:windows
Avast! anti-virus imap proxy,,cpe:/a:avast:antivirus | cpe:/o:microsoft:windows
Mailfront imapfront imap proxy,,
PGP Universal imap proxy,,cpe:/a:pgp:universal_server
SpamPal imap proxy,,cpe:/o:microsoft:windows
Zarafa imap proxy,,cpe:/a:zarafa:zarafa
Zimbra imapd,,
imap proxy,,
imapproxy,,
nginx imap proxy,,
AVM KEN! imapd,,
Alt-N MDaemon imapd,,cpe:/a:altn:mdaemon:$2 | cpe:/o:microsoft:windows
Alt-N MDaemon imapd,,cpe:/a:altn:mdaemon:$2:::es | cpe:/o:microsoft:windows
Anonymous Mail Server imapd,,
Apache James imapd,,cpe:/a:apache:james
AppleMailServer imapd,,
ArGoSoft Pro imapd,,cpe:/o:microsoft:windows
ArGoSoft imapd,,cpe:/o:microsoft:windows
Arvixe imapd,,
Atmail imapd,,
Axigen imapd,,cpe:/a:ecad:axigen_mail_server
Axigen imapd,,cpe:/a:gecad:axigen_mail_server
Axigen imapd,,cpe:/a:gecad:axigen_mail_server:$1 | cpe:/o:linux:linux_kernel
Binc imapd,,
Cisco VPN Concentrator 3000-series imapd,terminal server,
Cisco imapd,,
Citadel imapd,,cpe:/a:citadel:ux:$2
Classic Hamster imapd,,cpe:/o:microsoft:windows
CommuniGate Pro imapd,,cpe:/a:stalker:communigate_pro
CommuniGate Pro imapd,,cpe:/a:stalker:communigate_pro:$2
Courier IMAP4rev1 imapd,,
Courier Imapd,,
Cyrus Murder imapd,,cpe:/a:cmu:cyrus_imap_server:$2
Cyrus imapd,,cpe:/a:cmu:cyrus_imap_server
Cyrus imapd,,cpe:/a:cmu:cyrus_imap_server:$2
Cyrus imapd,,cpe:/a:cmu:cyrus_imap_server:$2 | cpe:/o:apple:mac_os_x
Cyrus imapd,,cpe:/a:cmu:cyrus_imap_server:$2 | cpe:/o:canonical:ubuntu_linux | cpe:/o:debian:debian_linux | cpe:/o:linux:linux_kernel
Cyrus imapd,,cpe:/a:cmu:cyrus_imap_server:$2 | cpe:/o:debian:debian_linux | cpe:/o:linux:linux_kernel
Cyrus imapd,,cpe:/a:cmu:cyrus_imap_server:$2 | cpe:/o:redhat:linux
DBMail imapd,,cpe:/a:paul_j_stevens:dbmail:$1
DBOX DKIMAP4 imapd,,
DavMail imapd,,
DeskNow imapd,,
Dovecot DirectAdmin imapd,,cpe:/a:directadmin:directadmin | cpe:/a:dovecot:dovecot
